reviews,sentiment
"I was looking forward to The Guardian, but when I walked into the theater I wasn't really in the mood for it at that particular time. It's kind of like the Olive Garden - I like it, but I have to be in the right mindset to thoroughly enjoy it.<br /><br />I'm not exactly sure what was dampening my spirit. The trailers looked good, but the water theme was giving me bad flashbacks to the last Kevin Costner movie that dealt with the subject - Waterworld. Plus, despite the promise Ashton Kutcher showed in The Butterfly Effect, I'm still not completely sold on him. Something about the guy just annoys me. Probably has to do with his simian features.<br /><br />It took approximately two minutes for my fears to subside and for my hesitancies to slip away. The movie immediately throws us into the midst of a tense rescue mission, and I was gripped tighter than Kenny Rogers' orange face lift. My concerns briefly bristled at Kutcher's initial appearance due to the fact that too much effort was made to paint him as ridiculously cool and rebellious. Sunglasses, a tough guy toothpick in his mouth, and sportin' a smirk that'd make George Clooney proud? Yeah, we get it. I was totally ready to hate him.<br /><br />But then he had to go and deliver a fairly strong performance and force me to soften my jabs. <br /><br />Darn you, ape man! Efficiently mixing tense, exciting rescue scenes, drama, humor, and solid acting, The Guardian is easily a film that I dare say the majority of audiences will enjoy. You can quibble about its clichés, predictability, and rare moments of overcooked sappiness, but none of that takes away from the entertainment value.<br /><br />I had a bad feeling that the pace would slow too much when Costner started training the young guys, but on the contrary, the training sessions just might be the most interesting aspect of the film. Coast Guard Rescue Swimmers are heroes whose stories have never really been portrayed on the big screen, so I feel the inside look at what they go through and how tough it is to make it is very informative and a great way to introduce audiences to this under-appreciated group.<br /><br />Do you have what it takes to be a rescue swimmer? Just think about it -you get to go on dangerous missions in cold, dark, rough water, and then you must fight disorientation, exhaustion, hypothermia, and a lack of oxygen all while trying to help stranded, panicked people who are depending on you for their survival. And if all that isn't bad enough, sometimes you can't save everybody so you have to make the tough decision of who lives and who dies.<br /><br />Man, who wants all that responsibility? Not me! I had no idea what it was really like for these guys, and who would have thought I'd have an Ashton Kutcher/Kevin Costner movie to thank for the education? <br /><br />Not only does The Guardian do a great job of paying tribute to this rare breed of hero, but lucky for us it also does a good job of entertaining its paying customers.<br /><br />THE GIST <br /><br />Moviegoers wanting an inside look at what it's like to embark on a daring rescue mission in the middle of the ocean might want to give The Guardian a chance. I saw it for free, but had I paid I would've felt I had gotten my money's worth.",positive
"I was pleasantly surprised to find this movie showing as a sneak preview in my local theater.<br /><br />We have all seen this plot line before (Top Gun, GI Jane, An Officer and a Gentleman) but a good script still works. This story is basically about the training of a Coast Guard rescue team with a couple of side story lines. Kevin Costner plays a highly successful rescue team leader, Ben Randall, who is forced into heading the training team after a tough mission. The movie takes us through the rigors of the training process and the personal stories of both the Costner character and that of Jake Fischer, played by Ashton Kutcher. I am happy to say that Ashton is great in this part.<br /><br />There are no great surprises in this movie and you will probably realize what is coming long before it arrives. However, the use of humor, the exploration of the toughness of the training and the fun of watching Ben Randall ""do his own thing as a trainer"", kept me riveted and thoroughly entertained. I really enjoy watching a movie that makes the entire audience laugh out loud, gasp here and there, and clap at the end as a tribute to the movie.<br /><br />We all had a good time (despite a couple of tough moments in the movie)and, I think, you will too.",positive
"I work at a movie theater and every Thursday night we have an employee screening of one movie that comes out the next day...Today it was The Guardian. I saw the trailers and the ads and never expected much from it, and in no way really did i anticipate seeing this movie. Well turns out this movie was a lot more than I would have thought. It was a great story first of all. Ashton Kutcher and Kevin Costner did amazing acting work in this film. Being a big fan of That 70's Show I always found it hard thinking of Kutcher as anyone but Kelso despite the great acting he did in The Butterfly Effect, but after seeing this movie I think I might be able to finally look at him as a serious actor.<br /><br />It was also a great tribute to the unsung heroes of the U.S. Coast Guard.",positive
"I attended an advance screening of this film not sure of what to expect from Kevin Costner and Ashton Kutcher; both have delivered less than memorable performances & films. While the underlying ""general"" storyline is somewhat familiar, this film was excellent. Both Costner and Kutcher delivered powerful performances playing extremely well off each other. The human frailties and strengths of their respective characters were incredibly played by both; the scene when Costner confronts Kutcher with the personal reasons why Kutcher joined the Coast Guard rescue elite was the film's most unforgettable emotional moment. The ""specific"" storyline was an education in itself depicting the personal sacrifice and demanding physical training the elite Coast Guard rescuers must go through in preparation of their only job & responsibility...to save lives at sea. The special effects of the rescue scenes were extremely realistic and ""wowing""...I haven't seen such angry seas since ""The Perfect Storm"". Co-star Clancy Brown (HBO's ""Carnivale"" - great to see him again) played the captain of the Coast Guard's Kodiak, Alaska base in a strong, convincing role as a leader with the prerequisite and necessary ice water in his veins. The film wonderfully, and finally, gives long overdue exposure and respect to the Coast Guard; it had the audience applauding at the end.",positive
"As others that have commented around the web... I'm a 130 pilot in the Coast Guard. Having said that, and being the skeptic I am, I went expecting the over-the-top cheese factors. There was some cheese, but all in all, not much.. and the film was pretty accurate.<br /><br />I watched the trailer again today. After seeing the film yesterday, I've realized the trailer gives the impression the movie is nothing but rescue after rescue action scenes. This isn't the case.<br /><br />The movie is truly more character/story driven than action. The inner struggles both Costner and Kutcher are dealing with.. Kutcher's is revealed further into than movie than Costner's is.<br /><br />Of course, there is a minor love story.. no surprise there. But for the most part, the movie tells the tale of two lives that come together, and after some time, help each other heal old wounds.<br /><br />As girlie as it sounds, Costner and, as much as I try not to like him, Kutcher do actually work quite well together and compliment each other very well in the movie.<br /><br />As critics have stated, you've seen it all before.. Top Gun, Officer and a Gentlemen, etc. But what movie hasn't been remade a million times.<br /><br />I can recall only one F word being spoken.. and can't really recall any other language.<br /><br />The movie is 2+ hours, and for some, may tend to get a little long towards the end.<br /><br />You'll laugh, you may cry, but I can honestly say, it was worth the $4 I paid.<br /><br />I hope you enjoy the movie.",positive
"I went to an advance screening of this movie thinking I was about to embark on 120 minutes of cheezy lines, mindless plot, and the kind of nauseous acting that made ""The Postman"" one of the most malignant displays of cinematic blundering of our time. But I was shocked. Shocked to find a film starring Costner that appealed to the soul of the audience. Shocked that Ashton Kutcher could act in such a serious role. Shocked that a film starring both actually engaged and captured my own emotions. Not since 'Robin Hood' have I seen this Costner: full of depth and complex emotion. Kutcher seems to have tweaked the serious acting he played with in ""Butterfly Effect"". These two actors came into this film with a serious, focused attitude that shone through in what I thought was one of the best films I've seen this year. No, its not an Oscar worthy movie. It's not an epic, or a profound social commentary film. Rather, its a story about a simple topic, illuminated in a way that brings that audience to a higher level of empathy than thought possible. That's what I think good film-making is and I for one am throughly impressed by this work. Bravo!",positive
Brilliant and moving performances by Tom Courtenay and Peter Finch.,positive
"The Dresser is perhaps the most refined of backstage films. The film is brimming with wit and spirit, for the most part provided by the ""energetic"" character of Norman (Tom Courtenay). Although his character is clearly gay, and certainly has an attraction for the lead performer (Albert Finney) that he assists, the film never dwells on it or makes it more than it is.<br /><br />The gritty style of Peter Yates that worked so well in ""Bullitt"" is again on display, and gives the film a sense of realism and coherence. This is much appreciated in a story that could so easily have become tedious. In the end, ""The Dresser"" will bore many people silly, but it will truly be a delight to those who love British cinema.<br /><br />7.7 out of 10",positive
"This is one of my three all-time favorite movies. My only quibble is that the director, Peter Yates, had too many cuts showing the actors individually instead of together as a scene, but the performances were so great I forgive him.<br /><br />Albert Finney and Tom Courtenay are absolutely marvelous; brilliant. The script is great, giving a very good picture of life in the theatre during World War II (and, therefore, what it was like in the 30s as well). Lots of great, subtle touches, lots of broad, overplayed strokes, all of it perfectly done. Scene after scene just blows me away, and then there's the heartbreaking climax.",positive
"My boyfriend and I went to watch The Guardian.At first I didn't want to watch it, but I loved the movie- It was definitely the best movie I have seen in sometime.They portrayed the USCG very well, it really showed me what they do and I think they should really be appreciated more.Not only did it teach but it was a really good movie. The movie shows what the really do and how hard the job is.I think being a USCG would be challenging and very scary. It was a great movie all around. I would suggest this movie for anyone to see.The ending broke my heart but I know why he did it. The storyline was great I give it 2 thumbs up. I cried it was very emotional, I would give it a 20 if I could!",positive
"The many other comments about the film say it all - just like to add that we showed it last week to around 30 at our Community Cinema, and it got an overall average score of 8.6. We'd 100% recommend it, then, for today's audiences, especially if they can see it on a real cinema screen, and can talk about it with others afterwards, as our audience did.<br /><br />The sheer power of the acting performances by the whole troupe was incredible and quite spellbinding. Of course, Finney and Courtenay were truly the stars. but everybody was thoroughly well cast. For our afternoon audience, the majority of whom are ""senior citizens"", the fact that the plot could be followed with such ease because of the clarity of speech and the wonderful non-techy use of camera and sound was a great influence<br /><br />How delightful, many said, to see a really great film that's British: still not dated twenty years on: not full filled with blood & guts: not confusing because of bob-about-all-over-the-place camera shots, and back and forth through time story lines: no seedy sex scenes. Such views were even uttered by some who were younger.",positive
"The Dresser is a small but absolutely wonderful film, brilliantly acted by Albert Finney and Tom Courtenay. How in the world this tiny film attracted enough attention to garner five major Academy Award nominations back in 1983 is a mystery to me, but it's nice to know the Academy can be guilty of a display of good taste every once in a while (of course, they gave the award that year to ""Terms of Endearment""-- after all, they don't want to be accused of showing TOO much taste).<br /><br />Albert Finney is a drunken Shakespearean actor in a production of ""King Lear""; Tom Courtenay is the man who works double time behind the scenes to keep this actor in front of the footlights. It's both hilarious and piteous to see Courtenay's character showering Finney's with attention and affection, only to see his efforts utterly unappreciated and dismissed, even up to the very bitter end. Finney and Courtenay work wonders together, and though Finney gets the showiest moments (he does get to recite Shakespeare after all), Courtenay is the heart and soul of the film.<br /><br />Grade: A",positive
"What is worth mentioning that is omitted in the other reviews I have read here, is the subtext of how the law shaped the lives and behaviour of gays in the era portrayed in the film. While Courtenay's character is evidently gay, he is not the only one: the often talked about Mr. Davenport-Scott is the other, and the reason that he is never seen, the reason alluded to that he has disappeared seems to be that he has been detained by the police for homosexual activity - a criminal offense in England at the time.<br /><br />We can read under the surface that this recent event has unsettled Norman, Courtenay's character: and we can also see in a passing remark by Oxenby, the Edward Fox character, the quick renunciation of any connection to such a person when the law is involved: the fear of association affects many of the characters, and is part of the portrait the film paints of a time and the people who inhabit it. The abandonment of Courtenay at the end by Sir has been anticipated all the way through, if this subtext is included: it also makes sense of both the otherwise inexplicable omission of his Dresser from the list of those he gives thanks to. The flamboyance combined with the fear of exposure produces the combination of yearning and fear that Courtenay has to 'step into the footlights', as he does when he makes the announcement about the imminent air raids, a scene that would otherwise be gratuitous, but that is both a symbolic and literal depiction of the man's inner torment.<br /><br />So while the drama is of the decline of Finney's Sir, a great deal of the tragedy of the film and play comes from the 'fatal flaw' of Courtenay's gayness, and makes this a film about him, as the title suggests.<br /><br />The art direction, pacing and cinematic style of this film seem to come from another time, more distant than the eighties and, in some ways, even than the second world war. The implicit portrait of a society still clinging to an older moral order, and the sympathy of the character racked and ruined by the cruelties of that order, of necessity trapped in the enclosed world of the theatre; and the knowledge we have of how much of it all would be swept away after the war makes this film all the more poignant, for all its flaws.",positive
"Anyone who appreciates fine acting and ringing dialogue will love<br /><br />this film. Taken from Ronald 'Taking Sides' Harwood, it's a funny<br /><br />and ultimately excoriating analysis of a relationship between two<br /><br />very 'actorly' types. Albert Finney is sublime as the despotic<br /><br />Shakespearean actor who barely notices the world war raging<br /><br />around him, so intent is he on the crumbling fortunes of his theatre<br /><br />company and his own psychological and emotional breakdown.<br /><br />Tom Courtenay is matchless as Norman, the 'Dresser' of the title,<br /><br />whose apparent devotion turns out to be anything but selfless.<br /><br />Really a must see.",positive
"Sir has played Lear over 200 times,but tonight he can't remember his opening lines.Sitting at the mirror,his eyes reflect the King's madness. His dresser prompts him gently,mouthing the words.There is an air of desperation about both these men.The great actor knowing his powers are slipping away,his valet cum major domo cum conscience cum surrogate wife - aware of his boss's decline into madness and knowing he is powerless to do more than ease his passing. ""The Dresser"" is really a love story between the two.Over the years they have become mutually dependent on one another to the extent that neither can conceive a future without the other. Set during the second world war,it concerns the fortunes of a frankly second - rate touring Shakespearean Company comprising an equal number of has - beens and wannabes led by ""Sir"", a theatrical knight of what might kindly be called ""The Old School"".Whatever part he is playing he grabs centre - stage and bellows out over the footlights,bullying his audience into applause.But,somewhere inside him,buried most of the time deep beneath the ham he regularly dishes out,there still remains an occasional glitter of his earlier greatness.It is to catch a glimpse of this that his audiences fervently hope for. Mr A.Finney very cleverly concentrates on the ham,often to the point of caricature,and,just when you are ready to dismiss his performance as mere hyperbole and bluster he will produce a moment of exquisite subtlety and vulnerability that makes you realise that a great actor is playing a great actor. The same goes for Mr T.Courtenay.It's easy to write off his portrayal<br /><br />of Norman as an exercise in stereotyping.Here we have a middle - aged effeminate rather than camp theatrical dresser sashaying his way through life,enjoying the company of ""The Girls"" and loving the wicked Insider gossip rife in ""The Theatre"".There were - and I strongly suspect still are - many men just like Norman in The Profession.Infinitely kind and patient,knowing more about the plays than many of the actors,they run backstage with wisdom and affection.I believe the vast majority of them would hoot with approving laughter at Mr Courtenay's portrait. I saw ""The Dresser"" on the London stage where,against the perceived wisdom,Mr Courtenay's ""Norman"" was rather more subdued than in the movie.""Sir"" was played by the great Mr Freddie Jones to huge acclaim from the audience.It was a memorable performance that overshadowed Mr Courtenay's,reducing him rather to an ""also - ran"" as opposed to an actor on level - billing.The idea that ""Sir"" and ""Norman"" might be almost incomplete without each other went right out of the window. ""Norman"" was reduced to being his puppet,which I'm not sure was what Ronald Harwood intended,but made for breathtaking theatre. Messrs Finney and Courtenay redress the balance in the movie,restoring equality to the relationship. Both men have come a long way since their early appearances in the British ""New Wave"" pictures when they became the darlings of the vaguely Leftish,""middle - class and ashamed of it"" movement.When the British cinema virtually committed Hari - kiri in the 1970s they quietly concentrated on the theatre apart from a few roles to keep the wolf from the door.With the renaissance of more substantial movies,they re - appeared,blinking in the unaccustomed bright light.<br /><br />""The Dresser"" marked their return,still fizzing with energy and talent, shouting to the world at large ""We're still here"".It's not a big movie but is assuredly a great one.",positive
"This is a movie that deserves another look--if you haven't seen it for a while, or a first look--if you were too young when it came out (1983). Based on a play by the same name, it is the story of an older actor who heads a touring Shakespearean repertory company in England during World War II. It deals with his stress of trying to perform a Shakespeare each night while facing problems such as bombed theaters and a company made up of older or physically handicapped actors--the young, able bodied ones being taken for military service. It also deals with his relationship with various members of his company, especially with his dresser. So far it all sounds rather dull but nothing could be further from the truth. While tragic overall, the story is told with a lot of humor and emotions run high throughout. The two male leads both received Oscar nominations for best actor and deservedly so. I strongly recommend this movie to anyone who enjoys human drama, theater--especially Shakespeare, or who has ever worked backstage in any capacity. The backstage goings-on make up another facet of the movie that will be fascinating to most viewers.",positive
"This film has its detractors, and Courtney's fey dresser may offend some folks (who, frankly, need a good smack upside the head) -- but the film is top notch in every way: engaging, poignant, relevant. Finney, naturally, is larger than life. Courtney makes an ideal foil. I thought the performances to be terribly strong in both leads, and Courtney's character provides plenty of dark humor. The period is well captured, the supporting cast well chosen. This is to be seen and savored like a fine cordial. I only wish it were out on DVD already...(*sigh*)...",positive
"Albert Finney and Tom Courtenay are brilliant as Sir and his Dresser. Of course the play is brilliant to begin with and nothing can compare with the immediacy and collegiality of theatre, and I think you listen better in theatre; but on the screen we become more intimate, we're 'up-close' more than we are in the theatre, we witness subtle changes in expression, we ""see"" better as well as listen. Both the play and the movie are wondrous: moving, intelligent, illuminating--of the backstage story of the company, of historical context, of the two main characters, and of the parallel characters in ""Lear"" itself. If you cannot get to see it in a theatre (I don't imagine it's produced much these days) then, please, do yourself a favor, and get the video.",positive
"A fantastic cinema experience. I really enjoyed seeing this truly magnificent film in the theater when it came out. There is nothing to add, except that is a terrible shame that sir Albert Finney still isn't accepted by the AMPAS (American Academy). After roles in such films as Tom Jones, Murder on the Orient Express, Under the Volcano (to name only few - for these he was nominated for the Oscar), The Dresser is arguably his highlight, yet...<br /><br />I know, Oscars are just popularity contest, but if Americans like British actors and actresses (""and the Oscar goes to"" Jeremy Irons, Daniel Day-Lewis, Anthony Hopkins, Emma Thompson, Glenda Jackson etc. - and they all deserved the award!), why they always left sir Finney with empty hands?<br /><br />On the other hand, they gave it to John Wayne and Marisa Tomei (in Cousin Vinny). I don't know, should I laugh or cry.<br /><br />If you have seen the two leads in The Dresser, you won't forget what is the art of acting. Watch this film and enjoy! I recommend it to everyone who loves art.<br /><br />I give 9/10 for this excellent film (1 point missing for non-cinematic material, after all it is ""just"" a theater)<br /><br />Note: My criteria is much stronger than this on IMDb (10 only for the cinematic masterpiece that should/could last forever).",positive
"<br /><br />What more can you ask for? A great screenplay based on one of the finest plays of the latter half of the 20th century, two fine emotional performances by Courtney and Finney, a realistic vision of war time london, a great supporting cast. This film takes you on an emotional rollercoaster through humour, sadness, loss and fulfillment. if you are in the theatre it is even more effective. This is a true 10 on the rating scale !",positive
"My yardstick for measuring a movie's watch-ability is if I get squirmy. If I start shifting positions and noticing my butt is sore, the film is too long. This movie did not even come close to being boring. Predictable in some parts sure, but never boring.<br /><br />All of the other military branches have had love notes written about them and seen their recruitment levels go up, why not the Coast Guard too? They are definitely under-appreciated, until the day your boat sinks that is.<br /><br />The movie was very enjoyable and fun. Kevin Costner is perfect as the aging macho man who doesn't know when to quit. However, I was most impressed by Ashton Kutcher's performance. I have never liked him, never watched any of his TV shows and always considered him an immature ... well, punk. In this film, he does a great job! He is well on his way to having leading-man status. I think the film we were shown must have been an advance rough cut or something, because about 2/3 of the way in, the film stock turned very grainy, the sound level dropped and microphones were seen dropping down all over the place. Also at the viewing were representatives from the movie, looking for audience feedback - particularly on the parts of the film we didn't like.<br /><br />*****POSSIBLE SPOILER: The feedback I gave concerned a a couple of lines in the beginning. Kevin Costner comes home to see his wife, Sela Ward, packing her stuff up and moving out. He says, ""Maybe I should be the one to move out."" And she replies, ""No, you don't know where anything is in this house; I should be the one to go."" This doesn't make sense: If she knows the layout so well, Costner is right, he *should* be the one to leave.",positive
"'The Dresser' is one of those films which are so perfect you really struggle to find something not to like about them. Written by Ronald Harwood (himself a former dresser to the legendary Donald Wolfit), it sparkles with energy and true love of life behind the footlights.<br /><br />As 'Sir', the overbearing actor and main focus of the play, Albert Finney is a joy to watch - whether complaining about the lack of a storm during the 'blow, winds ...' bit of 'King Lear' or chatting to his faithful stage manager, Madge (Eileen Atkins, good as ever) about the old times. As Norman, his camp dresser, Tom Courtenay gives a fabulous performance, wiggling around at the beck and call of 'Lear', collecting a bottle to go at the pub, or bitchily disparaging the former Fool, Mr Davenport-Scott (often mentioned, but never seen!).<br /><br />In an engaging support cast, there's Edward Fox as Oxenby (a typical arrogant second lead), Zena Walker as her Ladyship, Lockwood West as the replacement Fool, and many others.<br /><br />This film has great energy, bringing with it some of the greasepaint of its stage origins, it is true, but being so well-acted you don't notice. Very well done indeed.",positive
"I just watched The Dresser this evening, having only seen it once before, about a dozen years ago.<br /><br />It's not a ""big"" movie, and doesn't try to make a big splash, but my God, the brilliance of the two leads leaves me just about speechless. Albert Finney and Tom Courtenay are nothing less than amazing in this movie.<br /><br />The Dresser is the story of Sir, an aging Shakespearean actor (Finney), and his dresser Norman (Courtenay), sort of a valet, putting on a production of King Lear during the blitz of London in World War II. These are two men, each dependent upon the other: Sir is almost helpless without the aid of Norman to cajole, wheedle, and bully him into getting onstage for his 227th performance of Lear. And Norman lives his life vicariously through Sir; without Sir to need him, he is nothing, or thinks he is, anyway.<br /><br />This is a character-driven film; the plot is secondary to the interaction of the characters, and as such, it requires actors of the highest caliber to bring it to life. Finney, only 47 years old, is completely believable as a very old, very sick, petulant, bullying, but brilliant stage actor. He hisses and fumes at his fellow actors even when they're taking their bows! And Courtenay is no less convincing as the mincing dresser, who must sometimes act more as a mother than as a valet to his elderly employer. Employer is really the wrong term to use, though. For although, technically their relationship is that of employer and employee, most of the time Sir and Norman act like nothing so much as an old married couple.<br /><br />Yes, there are others in the cast of this movie, but there is no question that the true stars are Finney, Courtenay, and the marvelous script by Ronald Harwood. That is not to say that there aren't other fine performances, most notably Eileen Atkins as the long-suffering stage manager Madge. There is a wonderful scene where Sir and Madge talk about old desires, old regrets, and what might have been.<br /><br />Although it doesn't get talked about these days, it is worth remembering that The Dresser was nominated for five Academy Awards: Best Actor nominations for both Finney and Courtenay, Best Picture, Best Director (Peter Yates), and Best Adapted Screenplay.<br /><br />I had remembered this as being a good movie, but I wasn't prepared to be as completely mesmerized as I was from beginning to end. If you want to see an example of what great acting is all about, and be hugely entertained all the while, then I encourage you to see The Dresser.",positive
"LACKAWANNA BLUES is a fine stage play by Ruben Santiago-Hudson and an even finer film as the author adapted his own life story for the screen. This brilliant film ignites the screen with rich colors, fine music, brilliant editing, superb direction by George C. Wolfe, and a cast so stunning that they make an encore viewing compulsory! Yes, it is just that good.<br /><br />The story is based on the author's life as the child 'Junior' (Marcus Carl Franklin) raised in the inimitable home of soulfully empathetic Rachel ""Nanny"" Crosby (S. Epatha Merkerson), a lady who devoted her life to aiding the disenfranchised by transporting them from the South, from mental hospitals, and from the streets to Lackawanna, New York. The boy recalls all the lessons he learned about life from the inhabitants of the house - odd characters with painful pasts - and from the disintegration of his racially mixed biological family rescued by Nanny. The myriad characters of the home are too numerous to outline but they are portrayed by some of the finest actors in the business: Terrence Howard, Rosie Perez, Mos Def, the beautiful Carmen Ejogo, Louis Gossett Jr., Jeffrey Wright, Ernie Hudson, Charlayne Woodward, Jimmy Smits, Patricia Wettig, Macy Gray, Liev Schreiber, Kathleen Chalfant, Lou Myers, Hill Harper - the list goes on and on.<br /><br />In the course of the film we are introduced to the cruelties of racism, the history of desegregation, the dynamics of drug abuse and violence, the infectious joy of African American music contributions to our musical culture, and the courage of one fine woman who battled all the hardships the world can dish out to maintain the dignity of those with whom she came into contact. S. Epatha Merkerson is wholly submerged in this role, a role she makes shine like a beacon of reason in a world of chaos. She offers one of the most stunning performances of the past years, and had this film been released in the theaters instead of as an HBO movie, she without a doubt would add the Oscar to place along side her Golden Globe award.<br /><br />The entire cast is exceptional and Wolfe handles the acting and the story like a master: like riffs in a jazz piece, he pastes tiny moments of conversation with each character and Junior along with flashes of scenes from the story with the matrix of dance fests at the local clubs brimming over the top with incredible blues, jazz, dancing, and joy. The production crew has mounted this little miracle of a picture with extreme care and never for a moment does attention lag from the momentum of the story. Highly Recommended, almost Compulsory Viewing! Grady Harp",positive
"Lackawanna Blues is a drama through and through. It details the life of a strong woman by the name of Rachel Crosby (S. Epatha Merkerson). Rachel is referred to as Nanny by all who know her, but she could have just as easily been called Wonder Woman. She epitomized strength, will power, confidence and resolve. She owned a home that she used to house just about every type of person that society would reject. Her tenants consisted of a lesbian, a psychotic war veteran, an amputee, and a host of other vagrants that made the home miles away from ordinary. Each successive event Rachel took in stride and handled flawlessly. She wasn't a dictator devoid of compassion, but in fact she was quite the opposite. She displayed compassion almost to a fault by giving shelter and refuge to so many that she seemed to over-extend herself.<br /><br />Merkerson did a good job, but I believe this role was right up her alley anyway. The movie had an even keel never straying from Rachel. There were of course dramatic moments but they were to be expected. Nothing was ever to shocking or profound other than Rachel herself.",positive
"Lackawanna Blues is a touching story about Nanny, a woman who gives all of herself to help those in need. It's told from the viewpoint of a boy, taken in by Nanny when his own mother isn't quite up to the task.<br /><br />I have respect for this movie for three main reasons: 1) It is touching, but not sappy. It's told in a very real fashion, without a lot of the aggravating Hollywood storytelling baggage. And the ending is quite good (teary but not over-the-top).<br /><br />2) Although it's clearly an African-American film, being set in the post-segregation black community of Lackawanna, New York, it doesn't wear its ethnicity on its sleeve. The story stands on the strength of the characters and the dramas (and comedies) surrounding their lives. It's not preachy, it's simply good.<br /><br />3) It has a great soundtrack (can't beat old-school R&B and Chicago blues).<br /><br />Generally the acting is strong, but not universally so. Some of the performances simply don't hold up to the characters the actors are supposed to portray. But considering it was a made-for-TV movie, that's to be expected.<br /><br />8 out of 10. Imperfect but likable, good film for a rainy day.",positive
"Every once in a while a film comes along with characters we all know and love. A film where you see people you know portrayed on screen. It's cinema very at its best.<br /><br />Lackawanna Blues is that film. Set in 1960s upstate New York, the story surrounds a rock- solid woman, who is the foundation for her community. This, based on a true story film, is told from a child she accepted as her own. This child, Ruben Santiago-Hudson wrote the screenplay.<br /><br />*Emmy winner, S. Epatha Merkerson stars as Nanny, a woman who has wit, drive and determination for helping others in her boarding home. She does this as she wrestles with infidelity from her young lover, Bill Crosby, played by the **Oscar nominated Terrence Howard. <br /><br />But make no mistake; see this film for the amazing performance of Merkerson, who is brilliant in this role. She encompasses a person we have all known, and perhaps love.<br /><br />Lackawanna Blues is already on DVD; be sure to pick it up at your local video story today.<br /><br />*Merkerson has already won an Emmy, Golden Globe and Screen Actors Guild for this role.<br /><br />**Howard has an Oscar nomination for his role in Hustle & Flow.",positive
"LACKAWANNA BLUES is an entertaining, engrossing, emotionally-charged HBO-TV movie based on the childhood memories of actor Ruben Santiago-Hudson (who also appears in a small role). This joyous motion picture experience is centered around Santiago-Hudson's childhood guardian, Rachel ""Nanny"" Crosby, a strong, big-hearted black woman who ran a boarding house in upstate New York during the 1950's. Nanny was a one-woman social service organization whose boarding house was filled with drunks, derelicts, cripples, drug addicts, misfits, and everyone else in town who needed a hand-up instead of a hand-out. The crux of the story revolves around Nanny's relationship with young Ruben (beautifully played by Marcus Franklin),a boy whose divorced parents were unable to raise the boy properly so Nanny took him in. S. Epatha Merkeson, who has been wasted for years in the thankless role of Lieutenant Van Buren on NBC's LAW & ORDER, turns in a powerhouse performance as Nanny, the neighborhood mother-figure whose boarding house became a symbol for the downtrodden black folks in her town. Merkeson is nothing short of magnificent, in a performance that earned her a Golden Globe and an Emmy Award. Merkeson is backed by an impressive all-star cast that includes Terrance Howard (brilliant and heartbreaking as Nanny's husband), Louis Gossett Jr., Rosie Perez, Jimmy Smits, Delroy Lindo, Macy Gray, Michael K. Williams, Jeffrey Wright, Henry Simmons, Patricia Wettig, Ernie Hudson, Mos Def, and Hill Harper as the adult Ruben. Colorful and exciting, beautifully photographed and exquisitely scored, this is one of a kind motion picture experience that works on all levels, but if for no other reason, is worth seeing for the electrifying starring performance by S. Epatha Merkeson, who is given the role of a lifetime and makes the most of it.",positive
"This is by far one of the best biographical films of recent times. I'll go so far as to put it up there with Ray and The Aviator. It is the story of a young, bi-racial boy who lives in a boarding house run by the amazing Miss Rachael aka ""Nanny"". You will fall in love with Nanny, a woman who gives all of herself to those around her. S. Epatha Merkerson brings the character to life beautifully, and the other cast members are do the same. If I were to praise each actor for the way they played their roles, I'd have to mention everyone in the entire cast. <br /><br />The music in this film perfectly blends with the story, almost dictates the way it goes. And what's more, this film is actually entertaining. It won't bore you at all, not even for a minute! <br /><br />I highly recommend this film to anyone wanting to spend an evening at home watching a very smart, very entertaining, quality film.",positive
"S. Epatha Merkerson shines as Nanny in this touching and vibrant look at the life of Ruben Santiago, Jr. (Marcus Franklin) while growing up under the guardianship of Nanny. The film gives a good character study of both Nanny and Ruben and manages to capture life's ups and downs in a realistic fashion unlike so many memoirs that are made into film. The supporting cast adds much spark and many recognizable faces appear in smaller roles including Mos Def, Macy Gray, Terrence Dashon Howard, Rosie Perez, Louis Gossett, Jr., Liev Schreiber, Jimmy Smits, Ernie Hudson, Delroy Lindo, and Patricia Wettig. Loses some steam and vibrancy towards the end, and the ending sequence leaves a bittersweet feeling. But, overall a great film with a truly outstanding performance by Merkerson.",positive
